County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,CTYNAME,STNAME
"Tangipahoa Parish, LA",22105.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Tangipahoa Parish,LA
"Terrebonne Parish, LA",22109.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Terrebonne Parish,LA
"Clark County, NV",32003.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,351.0,Clark County,NV
"Clark County, NV",32003.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,77.0,Clark County,NV
"Clark County, NV",32003.0,2013.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,Clark County,NV
"Washoe County, NV",32031.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,94.0,Washoe County,NV
"Washoe County, NV",32031.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,Washoe County,NV
"Albany County, NY",36001.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Albany County,NY
"Albany County, NY",36001.0,2013.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,Albany County,NY
"Bronx County, NY",36005.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,139.0,Bronx County,NY
"Bronx County, NY",36005.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,Bronx County,NY
"Broome County, NY",36007.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,Broome County,NY
"Cayuga County, NY",36011.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Cayuga County,NY
"Chautauqua County, NY",36013.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Chautauqua County,NY
"Chemung County, NY",36015.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Chemung County,NY
"Dutchess County, NY",36027.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0,Dutchess County,NY
"Dutchess County, NY",36027.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,Dutchess County,NY
"Erie County, NY",36029.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,119.0,Erie County,NY
"Erie County, NY",36029.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,Erie County,NY
"Kings County, NY",36047.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,170.0,Kings County,NY
"Kings County, NY",36047.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,Kings County,NY
"Monroe County, NY",36055.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,Monroe County,NY
"Monroe County, NY",36055.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,Monroe County,NY
"Nassau County, NY",36059.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,157.0,Nassau County,NY
"Nassau County, NY",36059.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,Nassau County,NY
"New York County, NY",36061.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,142.0,New York County,NY
"New York County, NY",36061.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,33.0,New York County,NY
"Niagara County, NY",36063.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,Niagara County,NY
"Oneida County, NY",36065.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Oneida County,NY
"Onondaga County, NY",36067.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,56.0,Onondaga County,NY
"Orange County, NY",36071.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,56.0,Orange County,NY
"Oswego County, NY",36075.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Oswego County,NY
"Putnam County, NY",36079.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Putnam County,NY
"Queens County, NY",36081.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,151.0,Queens County,NY
"Queens County, NY",36081.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,27.0,Queens County,NY
"Rensselaer County, NY",36083.0,2013.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,Rensselaer County,NY
"Richmond County, NY",36085.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0,Richmond County,NY
"Rockland County, NY",36087.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,Rockland County,NY
"Saratoga County, NY",36091.0,2013.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,Saratoga County,NY
"Suffolk County, NY",36103.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,241.0,Suffolk County,NY
"Suffolk County, NY",36103.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,32.0,Suffolk County,NY
"Sullivan County, NY",36105.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Sullivan County,NY
"Ulster County, NY",36111.0,2013.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0,Ulster County,NY
"Westchester County, NY",36119.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,92.0,Westchester County,NY
"Westchester County, NY",36119.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,Westchester County,NY
"Canadian County, OK",40017.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Canadian County,OK
"Carter County, OK",40019.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Carter County,OK
"Cherokee County, OK",40021.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Cherokee County,OK
"Cleveland County, OK",40027.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,Cleveland County,OK
"Comanche County, OK",40031.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Comanche County,OK
"Creek County, OK",40037.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Creek County,OK
"Garfield County, OK",40047.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Garfield County,OK
"Le Flore County, OK",40079.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Le Flore County,OK
"Muskogee County, OK",40101.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Muskogee County,OK
"Oklahoma County, OK",40109.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,141.0,Oklahoma County,OK
"Oklahoma County, OK",40109.0,2013.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,26.0,Oklahoma County,OK
"Pottawatomie County, OK",40125.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Pottawatomie County,OK
"Sequoyah County, OK",40135.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Sequoyah County,OK
"Tulsa County, OK",40143.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,106.0,Tulsa County,OK
"Tulsa County, OK",40143.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,Tulsa County,OK
"Wagoner County, OK",40145.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Wagoner County,OK
"Clackamas County, OR",41005.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,Clackamas County,OR
"Deschutes County, OR",41017.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Deschutes County,OR
"Jackson County, OR",41029.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Jackson County,OR
"Lane County, OR",41039.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,Lane County,OR
"Linn County, OR",41043.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Linn County,OR
"Marion County, OR",41047.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Marion County,OR
"Multnomah County, OR",41051.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,101.0,Multnomah County,OR
"Multnomah County, OR",41051.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,Multnomah County,OR
"Washington County, OR",41067.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,Washington County,OR
"Washington County, OR",41067.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,Washington County,OR
"Aiken County, SC",45003.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,Aiken County,SC
"Anderson County, SC",45007.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,Anderson County,SC
"Anderson County, SC",45007.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Anderson County,SC
"Beaufort County, SC",45013.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Beaufort County,SC
"Berkeley County, SC",45015.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,Berkeley County,SC
"Charleston County, SC",45019.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,Charleston County,SC
"Darlington County, SC",45031.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Darlington County,SC
"Dorchester County, SC",45035.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Dorchester County,SC
"Florence County, SC",45041.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Florence County,SC
"Greenville County, SC",45045.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0,Greenville County,SC
"Greenville County, SC",45045.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,Greenville County,SC
"Horry County, SC",45051.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,Horry County,SC
"Lancaster County, SC",45057.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Lancaster County,SC
"Laurens County, SC",45059.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Laurens County,SC
"Lexington County, SC",45063.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,Lexington County,SC
"Oconee County, SC",45073.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Oconee County,SC
"Pickens County, SC",45077.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,Pickens County,SC
"Richland County, SC",45079.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,Richland County,SC
"Spartanburg County, SC",45083.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,Spartanburg County,SC
"York County, SC",45091.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,York County,SC
"Bastrop County, TX",48021.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Bastrop County,TX
"Bell County, TX",48027.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,Bell County,TX
"Bexar County, TX",48029.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,152.0,Bexar County,TX
"Bexar County, TX",48029.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,Bexar County,TX
"Brazoria County, TX",48039.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,Brazoria County,TX
"Collin County, TX",48085.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,Collin County,TX
"Collin County, TX",48085.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,Collin County,TX
"Collin County, TX",48085.0,2013.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,Collin County,TX
"Dallas County, TX",48113.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,208.0,Dallas County,TX
"Dallas County, TX",48113.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,27.0,Dallas County,TX
"Dallas County, TX",48113.0,2013.0,2013.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,Dallas County,TX
"Denton County, TX",48121.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,Denton County,TX
"Ector County, TX",48135.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Ector County,TX
"El Paso County, TX",48141.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,62.0,El Paso County,TX
"Fort Bend County, TX",48157.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Fort Bend County,TX
"Galveston County, TX",48167.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,Galveston County,TX
"Grayson County, TX",48181.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Grayson County,TX
"Harris County, TX",48201.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,370.0,Harris County,TX
"Harris County, TX",48201.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,52.0,Harris County,TX
"Hays County, TX",48209.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Hays County,TX
"Hidalgo County, TX",48215.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,Hidalgo County,TX
"Hood County, TX",48221.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Hood County,TX
"Hunt County, TX",48231.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Hunt County,TX
"Jefferson County, TX",48245.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,Jefferson County,TX
"Johnson County, TX",48251.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Johnson County,TX
"Kaufman County, TX",48257.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Kaufman County,TX
"Lubbock County, TX",48303.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,Lubbock County,TX
"McLennan County, TX",48309.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,McLennan County,TX
"Midland County, TX",48329.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Midland County,TX
"Montgomery County, TX",48339.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,Montgomery County,TX
"Nueces County, TX",48355.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0,Nueces County,TX
"Orange County, TX",48361.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Orange County,TX
"Potter County, TX",48375.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Potter County,TX
"Smith County, TX",48423.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Smith County,TX
"Tarrant County, TX",48439.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,117.0,Tarrant County,TX
"Tarrant County, TX",48439.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,Tarrant County,TX
"Taylor County, TX",48441.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Taylor County,TX
"Travis County, TX",48453.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,134.0,Travis County,TX
"Travis County, TX",48453.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,Travis County,TX
"Victoria County, TX",48469.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Victoria County,TX
"Webb County, TX",48479.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,Webb County,TX
"Wichita County, TX",48485.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Wichita County,TX
"Williamson County, TX",48491.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,Williamson County,TX
"Benton County, WA",53005.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Benton County,WA
"Clallam County, WA",53009.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Clallam County,WA
"Clark County, WA",53011.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,Clark County,WA
"Clark County, WA",53011.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,Clark County,WA
"Cowlitz County, WA",53015.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,Cowlitz County,WA
"Grays Harbor County, WA",53027.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Grays Harbor County,WA
"King County, WA",53033.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,242.0,King County,WA
"King County, WA",53033.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,34.0,King County,WA
"Kitsap County, WA",53035.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Kitsap County,WA
"Mason County, WA",53045.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Mason County,WA
"Pierce County, WA",53053.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,97.0,Pierce County,WA
"Pierce County, WA",53053.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0,Pierce County,WA
"Skagit County, WA",53057.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,Skagit County,WA
"Snohomish County, WA",53061.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,112.0,Snohomish County,WA
"Snohomish County, WA",53061.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,Snohomish County,WA
"Spokane County, WA",53063.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,Spokane County,WA
"Spokane County, WA",53063.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,Spokane County,WA
"Thurston County, WA",53067.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,Thurston County,WA
"Whatcom County, WA",53073.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Whatcom County,WA
"Yakima County, WA",53077.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Yakima County,WA
"Brown County, WI",55009.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Brown County,WI
"Columbia County, WI",55021.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Columbia County,WI
"Dane County, WI",55025.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,78.0,Dane County,WI
"Dane County, WI",55025.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Dane County,WI
"Dodge County, WI",55027.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Dodge County,WI
"Kenosha County, WI",55059.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,Kenosha County,WI
"La Crosse County, WI",55063.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,La Crosse County,WI
"Milwaukee County, WI",55079.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,214.0,Milwaukee County,WI
"Milwaukee County, WI",55079.0,2013.0,2013.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,Milwaukee County,WI
"Ozaukee County, WI",55089.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Ozaukee County,WI
"Racine County, WI",55101.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,Racine County,WI
"Rock County, WI",55105.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,Rock County,WI
"Sauk County, WI",55111.0,2013.0,2013.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Sauk County,WI
